ticket_id;fecha_creacion;fecha_cierre;canal;prioridad;categoria;subcategoria;estado;equipo_asignado;agente;cliente_empresa;ciudad;tipo_cliente;sla_horas;tiempo_resolucion_horas;cumple_sla;dias_abierto;satisfaccion_cliente
TCK-00150;2025-02-14;2025-02-14;Teléfono;Baja;ERP;Consulta de proceso;Cancelado;Mesa de ayuda;María Paredes;Logística Central;Arequipa;Interno;48;;No aplica;0;
TCK-00151;2025-12-30;2025-12-30;Chat;Media;Correo;No recibe correos;Cerrado;Mesa de ayuda;Ana Torres;Grupo Pacífico;Huancayo;Externo;24;7.0;Sí;0;5.0
TCK-00152;2025-10-11;2025-10-11;Web;Media;Software;Actualización fallida;Cancelado;Mesa de ayuda;Ana Torres;Logística Central;Trujillo;Externo;24;;No aplica;0;
TCK-00153;2025-07-30;;Teléfono;Baja;Redes;Lentitud de red;Abierto;Mesa de ayuda;Luis Ramos;Distribuidora Horizonte;Cusco;Externo;48;;No aplica;154;
TCK-00154;2025-03-07;2025-03-08;Chat;Baja;Software;Error de aplicación;Resuelto;Seguridad;Ricardo Flores;Retail Norte;Cusco;Interno;48;46.0;Sí;1;4.0
TCK-00155;2025-03-24;2025-03-24;Correo;Media;Correo;Error de envío;Resuelto;Mesa de ayuda;Luis Ramos;Servicios Lima;Cusco;Externo;24;20.0;Sí;0;5.0
TCK-00156;2025-11-11;;Web;Media;Correo;No recibe correos;En progreso;Infraestructura;Elena Chávez;Inversiones Sur;Cusco;Interno;24;;No aplica;50;
TCK-00157;2025-01-15;2025-01-17;Correo;Baja;Redes;Lentitud de red;Cerrado;Infraestructura;Elena Chávez;Corporación Sierra;Cusco;Interno;48;71.0;No;2;3.0
TCK-00158;2025-10-07;2025-10-08;Correo;Baja;CRM;Consulta de cliente;Resuelto;Seguridad;Valeria Rojas;Distribuidora Horizonte;Lima;Interno;48;28.0;Sí;1;5.0
TCK-00159;2025-08-01;2025-08-01;Web;Alta;Redes;Lentitud de red;Resuelto;Aplicaciones;Lucía Herrera;Inversiones Sur;Trujillo;Interno;8;13.0;No;0;3.0
TCK-00160;2025-10-15;;Correo;Alta;Accesos;Restablecimiento de contraseña;En progreso;Infraestructura;Carlos Medina;Comercial Andina;Arequipa;Externo;8;;No aplica;77;
TCK-00161;2025-11-12;2025-11-15;Web;Baja;CRM;Problema de sincronización;Cerrado;Soporte ERP;Camila Núñez;Servicios Lima;Huancayo;Externo;48;73.0;No;3;2.0
TCK-00162;2025-09-13;;Chat;Media;Accesos;Cuenta bloqueada;Abierto;Seguridad;Ricardo Flores;Servicios Lima;Cusco;Externo;24;;No aplica;109;
TCK-00163;2025-01-25;2025-01-25;Correo;Media;ERP;Problema de permisos;Cerrado;Seguridad;Valeria Rojas;Comercial Andina;Lima;Externo;24;21.0;Sí;0;5.0
TCK-00164;2025-07-07;2025-07-09;Teléfono;Media;Correo;Configuración de Outlook;Resuelto;Infraestructura;Jorge Salazar;Logística Central;Lima;Externo;24;68.0;No;2;2.0
TCK-00165;2025-10-09;2025-10-13;Correo;Baja;Hardware;Equipo lento;Resuelto;Mesa de ayuda;Luis Ramos;Inversiones Sur;Arequipa;Externo;48;104.0;No;4;1.0
TCK-00166;2025-04-12;;Web;Media;Hardware;Equipo lento;Abierto;Aplicaciones;Diego Vargas;Distribuidora Horizonte;Huancayo;Interno;24;;No aplica;263;
TCK-00167;2025-06-17;2025-06-18;Chat;Media;Correo;Configuración de Outlook;Resuelto;Aplicaciones;Lucía Herrera;Inversiones Sur;Cusco;Externo;24;42.0;No;1;2.0
TCK-00168;2025-01-09;2025-01-10;Web;Media;Correo;Error de envío;Cancelado;Mesa de ayuda;María Paredes;Distribuidora Horizonte;Arequipa;Interno;24;;No aplica;1;
TCK-00169;2025-01-27;2025-01-27;Web;Alta;Correo;Error de envío;Resuelto;Infraestructura;Elena Chávez;Servicios Lima;Lima;Interno;8;8.0;Sí;0;4.0
TCK-00170;2025-08-14;2025-08-14;Correo;Alta;Accesos;Cuenta bloqueada;Resuelto;Soporte ERP;Camila Núñez;Comercial Andina;Huancayo;Interno;8;19.0;No;0;2.0
TCK-00171;2025-12-06;2025-12-06;Web;Media;Accesos;Cuenta bloqueada;Cancelado;Aplicaciones;Lucía Herrera;Inversiones Sur;Arequipa;Externo;24;;No aplica;0;
TCK-00172;2025-05-07;2025-05-07;Correo;Alta;Redes;VPN;Cerrado;Infraestructura;Elena Chávez;Distribuidora Horizonte;Arequipa;Externo;8;13.0;No;0;3.0
TCK-00173;2025-05-21;2025-05-23;Correo;Media;Accesos;Permisos de usuario;Resuelto;Infraestructura;Jorge Salazar;Comercial Andina;Arequipa;Interno;24;48.0;No;2;2.0
TCK-00174;2025-12-02;;Correo;Media;Correo;Error de envío;En progreso;Soporte ERP;Camila Núñez;Grupo Pacífico;Lima;Interno;24;;No aplica;29;
TCK-00175;2025-05-05;;Correo;Baja;Software;Error de aplicación;En progreso;Mesa de ayuda;Luis Ramos;Inversiones Sur;Trujillo;Interno;48;;No aplica;240;
TCK-00176;2025-12-15;2025-12-15;Teléfono;Crítica;Software;Instalación de programa;Resuelto;Seguridad;Valeria Rojas;Servicios Lima;Arequipa;Externo;4;5.0;No;0;3.0
TCK-00177;2025-01-31;2025-01-31;Chat;Alta;Correo;Configuración de Outlook;Resuelto;Mesa de ayuda;Ana Torres;Corporación Sierra;Huancayo;Interno;8;14.0;No;0;2.0
TCK-00178;2025-04-06;2025-04-08;Chat;Baja;Hardware;Equipo lento;Cerrado;Aplicaciones;Lucía Herrera;Retail Norte;Arequipa;Externo;48;66.0;No;2;3.0
TCK-00179;2025-10-06;;Web;Baja;Correo;Error de envío;En progreso;Aplicaciones;Patricia León;Retail Norte;Arequipa;Interno;48;;No aplica;86;
TCK-00180;2025-08-23;;Web;Media;Redes;VPN;Abierto;Soporte ERP;Fernando Díaz;Grupo Pacífico;Cusco;Externo;24;;No aplica;130;
TCK-00181;2025-08-07;2025-08-07;Web;Alta;Software;Error de aplicación;Resuelto;Seguridad;Valeria Rojas;Servicios Lima;Lima;Externo;8;14.0;No;0;1.0
TCK-00182;2025-08-17;2025-08-20;Teléfono;Baja;ERP;Problema de permisos;Resuelto;Mesa de ayuda;Luis Ramos;Inversiones Sur;Huancayo;Interno;48;93.0;No;3;1.0
TCK-00183;2025-08-27;2025-08-28;Correo;Media;ERP;Consulta de proceso;Resuelto;Mesa de ayuda;María Paredes;Logística Central;Arequipa;Interno;24;32.0;No;1;1.0
TCK-00184;2025-09-02;2025-09-04;Correo;Media;Accesos;Cuenta bloqueada;Resuelto;Soporte ERP;Camila Núñez;Servicios Lima;Huancayo;Interno;24;71.0;No;2;2.0
TCK-00185;2025-09-28;2025-09-28;Teléfono;Crítica;Hardware;Cambio de periférico;Resuelto;Soporte ERP;Fernando Díaz;Grupo Pacífico;Huancayo;Externo;4;9.0;No;0;2.0
TCK-00186;2025-03-01;2025-03-03;Teléfono;Media;Correo;Error de envío;Resuelto;Mesa de ayuda;Luis Ramos;Grupo Pacífico;Cusco;Externo;24;62.0;No;2;3.0
TCK-00187;2025-01-30;2025-01-30;Web;Media;Hardware;Falla de impresora;Resuelto;Aplicaciones;Patricia León;Servicios Lima;Cusco;Interno;24;9.0;Sí;0;5.0
TCK-00188;2025-06-26;;Teléfono;Media;Hardware;Falla de impresora;Abierto;Mesa de ayuda;Luis Ramos;Corporación Sierra;Huancayo;Interno;24;;No aplica;188;
TCK-00189;2025-11-25;2025-11-27;Chat;Media;Accesos;Permisos de usuario;Resuelto;Seguridad;Valeria Rojas;Retail Norte;Cusco;Interno;24;48.0;No;2;1.0
TCK-00190;2025-04-02;;Chat;Media;Software;Error de aplicación;En progreso;Mesa de ayuda;Luis Ramos;Distribuidora Horizonte;Cusco;Externo;24;;No aplica;273;
TCK-00191;2025-09-30;2025-09-30;Web;Alta;Software;Instalación de programa;Resuelto;Infraestructura;Elena Chávez;Retail Norte;Lima;Externo;8;21.0;No;0;1.0
TCK-00192;2025-05-04;;Correo;Alta;Correo;Configuración de Outlook;Abierto;Mesa de ayuda;Ana Torres;Comercial Andina;Trujillo;Externo;8;;No aplica;241;
TCK-00193;2025-04-30;2025-05-01;Web;Baja;Software;Actualización fallida;Cerrado;Aplicaciones;Patricia León;Inversiones Sur;Cusco;Externo;48;38.0;Sí;1;5.0
TCK-00194;2025-03-15;2025-03-15;Chat;Media;Redes;Sin conexión;Resuelto;Soporte ERP;Fernando Díaz;Corporación Sierra;Cusco;Externo;24;10.0;Sí;0;5.0
TCK-00195;2025-11-26;2025-11-27;Teléfono;Baja;Accesos;Permisos de usuario;Resuelto;Infraestructura;Jorge Salazar;Corporación Sierra;Huancayo;Externo;48;38.0;Sí;1;4.0
TCK-00196;2025-06-03;2025-06-03;Chat;Alta;Hardware;Cambio de periférico;Resuelto;Seguridad;Valeria Rojas;Grupo Pacífico;Trujillo;Interno;8;10.0;No;0;1.0
TCK-00197;2025-06-19;2025-06-23;Web;Baja;Hardware;Cambio de periférico;Cerrado;Infraestructura;Carlos Medina;Logística Central;Trujillo;Interno;48;119.0;No;4;1.0
TCK-00198;2025-04-07;2025-04-08;Teléfono;Media;Software;Instalación de programa;Resuelto;Infraestructura;Jorge Salazar;Logística Central;Lima;Interno;24;28.0;No;1;3.0
TCK-00199;2025-03-02;2025-03-06;Teléfono;Baja;ERP;Problema de permisos;Cerrado;Infraestructura;Jorge Salazar;Servicios Lima;Cusco;Externo;48;107.0;No;4;2.0
TCK-00200;2025-07-14;2025-07-15;Web;Media;Redes;Lentitud de red;Resuelto;Seguridad;Valeria Rojas;Retail Norte;Trujillo;Externo;24;30.0;No;1;2.0
TCK-00201;2025-06-10;;Web;Media;Software;Error de aplicación;En progreso;Aplicaciones;Lucía Herrera;Corporación Sierra;Arequipa;Interno;24;;No aplica;204;
TCK-00202;2025-04-11;2025-04-12;Correo;Media;Accesos;Cuenta bloqueada;Cerrado;Aplicaciones;Diego Vargas;Distribuidora Horizonte;Trujillo;Externo;24;25.0;No;1;3.0
TCK-00203;2025-06-30;2025-06-30;Correo;Media;Correo;Configuración de Outlook;Resuelto;Mesa de ayuda;María Paredes;Comercial Andina;Lima;Interno;24;4.0;Sí;0;5.0
TCK-00204;2025-03-12;2025-03-12;Teléfono;Alta;Hardware;Equipo lento;Resuelto;Soporte ERP;Camila Núñez;Inversiones Sur;Lima;Externo;8;23.0;No;0;2.0
TCK-00205;2025-01-09;;Correo;Media;Correo;Configuración de Outlook;Abierto;Aplicaciones;Lucía Herrera;Logística Central;Lima;Externo;24;;No aplica;356;
TCK-00206;2025-04-02;;Correo;Alta;Software;Actualización fallida;En progreso;Soporte ERP;Camila Núñez;Inversiones Sur;Arequipa;Externo;8;;No aplica;273;
TCK-00207;2025-02-10;2025-02-12;Web;Media;ERP;Error en módulo;Resuelto;Aplicaciones;Lucía Herrera;Retail Norte;Lima;Interno;24;55.0;No;2;2.0
TCK-00208;2025-07-13;;Web;Crítica;Software;Error de aplicación;Abierto;Seguridad;Valeria Rojas;Inversiones Sur;Cusco;Interno;4;;No aplica;171;
TCK-00209;2025-09-28;2025-09-28;Chat;Alta;ERP;Problema de permisos;Cerrado;Seguridad;Valeria Rojas;Comercial Andina;Lima;Externo;8;19.0;No;0;3.0
TCK-00210;2025-12-03;2025-12-04;Correo;Baja;Software;Actualización fallida;Resuelto;Infraestructura;Elena Chávez;Corporación Sierra;Lima;Externo;48;28.0;Sí;1;4.0
TCK-00211;2025-10-18;2025-10-18;Teléfono;Media;Redes;VPN;Cerrado;Infraestructura;Elena Chávez;Retail Norte;Cusco;Externo;24;10.0;Sí;0;4.0
TCK-00212;2025-08-12;2025-08-12;Correo;Crítica;Correo;Configuración de Outlook;Resuelto;Seguridad;Valeria Rojas;Comercial Andina;Arequipa;Externo;4;8.0;No;0;1.0
TCK-00213;2025-07-02;;Web;Media;Correo;Configuración de Outlook;En progreso;Seguridad;Ricardo Flores;Logística Central;Huancayo;Interno;24;;No aplica;182;
TCK-00214;2025-02-12;2025-02-12;Correo;Media;Software;Actualización fallida;Cerrado;Seguridad;Valeria Rojas;Inversiones Sur;Lima;Interno;24;4.0;Sí;0;5.0
TCK-00215;2025-08-16;;Web;Alta;Software;Instalación de programa;En progreso;Seguridad;Valeria Rojas;Retail Norte;Lima;Interno;8;;No aplica;137;
TCK-00216;2025-07-01;2025-07-02;Web;Media;CRM;Problema de sincronización;Cerrado;Mesa de ayuda;Luis Ramos;Corporación Sierra;Trujillo;Interno;24;35.0;No;1;3.0
TCK-00217;2025-09-24;;Correo;Media;Redes;VPN;En progreso;Seguridad;Ricardo Flores;Retail Norte;Huancayo;Externo;24;;No aplica;98;
TCK-00218;2025-05-22;;Web;Media;Redes;Sin conexión;Abierto;Seguridad;Ricardo Flores;Distribuidora Horizonte;Lima;Interno;24;;No aplica;223;
TCK-00219;2025-06-05;2025-06-06;Correo;Media;Accesos;Permisos de usuario;Cerrado;Seguridad;Valeria Rojas;Corporación Sierra;Cusco;Interno;24;42.0;No;1;2.0
TCK-00220;2025-11-05;2025-11-05;Chat;Alta;Accesos;Permisos de usuario;Resuelto;Aplicaciones;Lucía Herrera;Distribuidora Horizonte;Cusco;Interno;8;12.0;No;0;2.0
TCK-00221;2025-05-24;;Teléfono;Media;Correo;No recibe correos;Abierto;Soporte ERP;Fernando Díaz;Comercial Andina;Trujillo;Interno;24;;No aplica;221;
TCK-00222;2025-08-13;;Teléfono;Baja;CRM;Problema de sincronización;Abierto;Seguridad;Ricardo Flores;Logística Central;Huancayo;Externo;48;;No aplica;140;
TCK-00223;2025-12-04;2025-12-06;Correo;Media;Accesos;Cuenta bloqueada;Resuelto;Seguridad;Valeria Rojas;Corporación Sierra;Cusco;Interno;24;50.0;No;2;3.0
TCK-00224;2025-10-02;;Web;Baja;Software;Actualización fallida;Abierto;Aplicaciones;Patricia León;Comercial Andina;Cusco;Externo;48;;No aplica;90;
TCK-00225;2025-06-19;;Chat;Media;Redes;Sin conexión;Abierto;Soporte ERP;Fernando Díaz;Distribuidora Horizonte;Arequipa;Externo;24;;No aplica;195;
TCK-00226;2025-08-26;2025-08-26;Teléfono;Media;Redes;Sin conexión;Resuelto;Seguridad;Ricardo Flores;Logística Central;Trujillo;Interno;24;18.0;Sí;0;4.0
TCK-00227;2025-06-28;;Correo;Media;Accesos;Permisos de usuario;En progreso;Seguridad;Ricardo Flores;Distribuidora Horizonte;Trujillo;Externo;24;;No aplica;186;
TCK-00228;2025-02-04;;Correo;Baja;CRM;Problema de sincronización;Abierto;Mesa de ayuda;María Paredes;Grupo Pacífico;Huancayo;Interno;48;;No aplica;330;
TCK-00229;2025-10-10;2025-10-11;Correo;Media;Software;Instalación de programa;Cancelado;Infraestructura;Carlos Medina;Corporación Sierra;Trujillo;Interno;24;;No aplica;1;
TCK-00230;2025-11-11;2025-11-14;Chat;Media;Hardware;Cambio de periférico;Resuelto;Infraestructura;Carlos Medina;Logística Central;Lima;Interno;24;72.0;No;3;1.0
TCK-00231;2025-07-07;;Correo;Media;CRM;Problema de sincronización;En progreso;Soporte ERP;Camila Núñez;Corporación Sierra;Cusco;Externo;24;;No aplica;177;
TCK-00232;2025-10-28;2025-10-28;Correo;Media;Software;Actualización fallida;Resuelto;Aplicaciones;Lucía Herrera;Retail Norte;Huancayo;Externo;24;19.0;Sí;0;4.0
TCK-00233;2025-06-06;;Correo;Media;Accesos;Permisos de usuario;En progreso;Soporte ERP;Fernando Díaz;Corporación Sierra;Trujillo;Interno;24;;No aplica;208;
TCK-00234;2025-09-07;2025-09-08;Web;Media;Software;Actualización fallida;Resuelto;Infraestructura;Jorge Salazar;Logística Central;Huancayo;Interno;24;44.0;No;1;2.0
TCK-00235;2025-11-14;;Correo;Media;Software;Error de aplicación;Abierto;Seguridad;Valeria Rojas;Corporación Sierra;Trujillo;Externo;24;;No aplica;47;
TCK-00236;2025-12-30;;Teléfono;Media;Hardware;Equipo lento;Abierto;Aplicaciones;Patricia León;Logística Central;Huancayo;Externo;24;;No aplica;1;
TCK-00237;2025-03-28;2025-03-28;Teléfono;Media;Accesos;Cuenta bloqueada;Cerrado;Soporte ERP;Fernando Díaz;Retail Norte;Arequipa;Externo;24;9.0;Sí;0;5.0
TCK-00238;2025-10-07;2025-10-07;Correo;Media;ERP;Error en módulo;Cerrado;Aplicaciones;Patricia León;Distribuidora Horizonte;Arequipa;Externo;24;15.0;Sí;0;5.0
TCK-00239;2025-03-02;2025-03-02;Teléfono;Alta;Correo;Configuración de Outlook;Cerrado;Aplicaciones;Lucía Herrera;Corporación Sierra;Huancayo;Interno;8;8.0;Sí;0;4.0
TCK-00240;2025-01-31;2025-01-31;Web;Media;Software;Instalación de programa;Resuelto;Aplicaciones;Diego Vargas;Logística Central;Cusco;Interno;24;21.0;Sí;0;5.0
TCK-00241;2025-01-31;;Chat;Baja;CRM;Error de registro;En progreso;Infraestructura;Carlos Medina;Inversiones Sur;Huancayo;Externo;48;;No aplica;334;
TCK-00242;2025-09-08;2025-09-10;Correo;Media;Accesos;Permisos de usuario;Resuelto;Mesa de ayuda;María Paredes;Retail Norte;Trujillo;Externo;24;51.0;No;2;2.0
TCK-00243;2025-09-07;2025-09-07;Correo;Crítica;ERP;Error en módulo;Cerrado;Seguridad;Valeria Rojas;Retail Norte;Cusco;Externo;4;4.0;Sí;0;5.0
TCK-00244;2025-04-19;2025-04-19;Web;Media;Correo;Configuración de Outlook;Resuelto;Infraestructura;Elena Chávez;Distribuidora Horizonte;Arequipa;Interno;24;9.0;Sí;0;4.0
TCK-00245;2025-11-17;;Teléfono;Media;CRM;Error de registro;En progreso;Seguridad;Valeria Rojas;Comercial Andina;Trujillo;Interno;24;;No aplica;44;
TCK-00246;2025-12-19;2025-12-21;Chat;Baja;CRM;Problema de sincronización;Resuelto;Mesa de ayuda;María Paredes;Inversiones Sur;Arequipa;Interno;48;55.0;No;2;3.0
TCK-00247;2025-11-29;2025-12-01;Correo;Media;ERP;Error en módulo;Resuelto;Seguridad;Ricardo Flores;Retail Norte;Lima;Interno;24;65.0;No;2;1.0
TCK-00248;2025-03-09;2025-03-09;Web;Media;Hardware;Cambio de periférico;Resuelto;Aplicaciones;Patricia León;Corporación Sierra;Huancayo;Externo;24;13.0;Sí;0;4.0
TCK-00249;2025-07-16;;Correo;Baja;Redes;VPN;Abierto;Infraestructura;Jorge Salazar;Grupo Pacífico;Huancayo;Interno;48;;No aplica;168;
TCK-00250;2025-09-29;;Web;Media;Redes;Lentitud de red;En progreso;Infraestructura;Elena Chávez;Grupo Pacífico;Trujillo;Externo;24;;No aplica;93;
TCK-00251;2025-04-22;2025-04-22;Correo;Alta;Correo;Configuración de Outlook;Cerrado;Seguridad;Valeria Rojas;Corporación Sierra;Arequipa;Interno;8;9.0;No;0;2.0
TCK-00252;2025-11-27;2025-11-29;Correo;Media;Correo;Error de envío;Resuelto;Mesa de ayuda;María Paredes;Logística Central;Huancayo;Interno;24;54.0;No;2;2.0
TCK-00253;2025-11-27;2025-11-27;Correo;Baja;Accesos;Permisos de usuario;Cancelado;Mesa de ayuda;Ana Torres;Distribuidora Horizonte;Cusco;Interno;48;;No aplica;0;
TCK-00254;2025-01-07;;Chat;Baja;CRM;Consulta de cliente;En progreso;Seguridad;Valeria Rojas;Grupo Pacífico;Trujillo;Interno;48;;No aplica;358;
TCK-00255;2025-01-09;;Web;Crítica;Hardware;Falla de impresora;En progreso;Soporte ERP;Camila Núñez;Corporación Sierra;Trujillo;Externo;4;;No aplica;356;
TCK-00256;2025-02-12;;Web;Media;Hardware;Falla de impresora;En progreso;Mesa de ayuda;María Paredes;Servicios Lima;Huancayo;Externo;24;;No aplica;322;
TCK-00257;2025-07-20;2025-07-21;Web;Baja;ERP;Error en módulo;Resuelto;Aplicaciones;Lucía Herrera;Corporación Sierra;Huancayo;Interno;48;39.0;Sí;1;4.0
TCK-00258;2025-08-11;;Correo;Media;ERP;Problema de permisos;Abierto;Infraestructura;Carlos Medina;Comercial Andina;Huancayo;Interno;24;;No aplica;142;
TCK-00259;2025-03-25;2025-03-25;Web;Media;CRM;Consulta de cliente;Resuelto;Aplicaciones;Patricia León;Inversiones Sur;Huancayo;Externo;24;19.0;Sí;0;4.0
TCK-00260;2025-06-21;;Teléfono;Alta;ERP;Problema de permisos;Abierto;Mesa de ayuda;Luis Ramos;Distribuidora Horizonte;Cusco;Externo;8;;No aplica;193;
TCK-00261;2025-01-29;2025-01-29;Web;Media;Redes;Sin conexión;Resuelto;Soporte ERP;Fernando Díaz;Servicios Lima;Cusco;Interno;24;9.0;Sí;0;4.0
TCK-00262;2025-05-06;2025-05-08;Correo;Media;Software;Error de aplicación;Cerrado;Soporte ERP;Camila Núñez;Servicios Lima;Arequipa;Interno;24;57.0;No;2;3.0
TCK-00263;2025-06-13;2025-06-13;Correo;Crítica;Correo;Configuración de Outlook;Resuelto;Mesa de ayuda;Ana Torres;Servicios Lima;Cusco;Interno;4;7.0;No;0;1.0
TCK-00264;2025-08-27;2025-08-30;Chat;Baja;Hardware;Cambio de periférico;Resuelto;Seguridad;Ricardo Flores;Inversiones Sur;Huancayo;Externo;48;80.0;No;3;2.0
TCK-00265;2025-11-15;2025-11-15;Correo;Media;CRM;Error de registro;Cancelado;Soporte ERP;Fernando Díaz;Grupo Pacífico;Lima;Externo;24;;No aplica;0;
TCK-00266;2025-04-30;2025-05-01;Web;Media;Hardware;Falla de impresora;Resuelto;Mesa de ayuda;María Paredes;Corporación Sierra;Arequipa;Interno;24;30.0;No;1;3.0
TCK-00267;2025-05-02;2025-05-02;Web;Baja;Software;Actualización fallida;Cancelado;Aplicaciones;Patricia León;Comercial Andina;Huancayo;Externo;48;;No aplica;0;
TCK-00268;2025-07-10;2025-07-11;Web;Media;Correo;No recibe correos;Resuelto;Seguridad;Ricardo Flores;Comercial Andina;Trujillo;Interno;24;34.0;No;1;2.0
TCK-00269;2025-05-14;2025-05-14;Chat;Baja;CRM;Consulta de cliente;Resuelto;Aplicaciones;Diego Vargas;Distribuidora Horizonte;Arequipa;Interno;48;17.0;Sí;0;4.0
TCK-00270;2025-03-11;;Teléfono;Media;Software;Instalación de programa;En progreso;Seguridad;Valeria Rojas;Corporación Sierra;Lima;Externo;24;;No aplica;295;
TCK-00271;2025-04-17;2025-04-17;Web;Media;Hardware;Equipo lento;Cerrado;Aplicaciones;Lucía Herrera;Comercial Andina;Huancayo;Externo;24;22.0;Sí;0;4.0
TCK-00272;2025-12-31;2026-01-01;Correo;Media;ERP;Consulta de proceso;Resuelto;Aplicaciones;Patricia León;Comercial Andina;Trujillo;Externo;24;35.0;No;1;1.0
TCK-00273;2025-08-25;;Correo;Baja;Hardware;Equipo lento;En progreso;Infraestructura;Carlos Medina;Corporación Sierra;Arequipa;Interno;48;;No aplica;128;
TCK-00274;2025-10-26;;Web;Baja;Hardware;Equipo lento;Abierto;Seguridad;Ricardo Flores;Retail Norte;Arequipa;Interno;48;;No aplica;66;
TCK-00275;2025-01-22;2025-01-22;Chat;Crítica;Accesos;Cuenta bloqueada;Cerrado;Seguridad;Valeria Rojas;Comercial Andina;Trujillo;Externo;4;3.0;Sí;0;5.0
TCK-00276;2025-04-20;2025-04-20;Chat;Alta;Software;Error de aplicación;Resuelto;Soporte ERP;Fernando Díaz;Logística Central;Trujillo;Externo;8;19.0;No;0;2.0
TCK-00277;2025-02-01;2025-02-03;Correo;Media;ERP;Problema de permisos;Resuelto;Infraestructura;Elena Chávez;Comercial Andina;Trujillo;Externo;24;65.0;No;2;3.0
TCK-00278;2025-09-06;2025-09-06;Correo;Media;Redes;Sin conexión;Resuelto;Mesa de ayuda;Luis Ramos;Servicios Lima;Lima;Externo;24;11.0;Sí;0;5.0
TCK-00279;2025-09-29;;Web;Media;Software;Error de aplicación;En progreso;Infraestructura;Elena Chávez;Servicios Lima;Arequipa;Interno;24;;No aplica;93;
TCK-00280;2025-04-23;2025-04-27;Web;Baja;CRM;Error de registro;Resuelto;Infraestructura;Carlos Medina;Inversiones Sur;Arequipa;Interno;48;98.0;No;4;3.0
TCK-00281;2025-06-30;2025-06-30;Chat;Media;Software;Instalación de programa;Resuelto;Soporte ERP;Camila Núñez;Grupo Pacífico;Trujillo;Interno;24;15.0;Sí;0;4.0
TCK-00282;2025-04-30;2025-04-30;Web;Crítica;Redes;Lentitud de red;Resuelto;Infraestructura;Carlos Medina;Inversiones Sur;Huancayo;Externo;4;1.0;Sí;0;4.0
TCK-00283;2025-03-17;2025-03-19;Web;Baja;CRM;Consulta de cliente;Cerrado;Aplicaciones;Patricia León;Inversiones Sur;Trujillo;Interno;48;51.0;No;2;2.0
TCK-00284;2025-06-15;2025-06-15;Correo;Alta;CRM;Consulta de cliente;Cerrado;Seguridad;Valeria Rojas;Grupo Pacífico;Cusco;Externo;8;9.0;No;0;3.0
TCK-00285;2025-10-29;2025-10-29;Teléfono;Media;Redes;Sin conexión;Cerrado;Infraestructura;Elena Chávez;Comercial Andina;Cusco;Externo;24;8.0;Sí;0;4.0
TCK-00286;2025-11-05;2025-11-06;Correo;Baja;ERP;Problema de permisos;Resuelto;Mesa de ayuda;Luis Ramos;Grupo Pacífico;Arequipa;Interno;48;38.0;Sí;1;5.0
TCK-00287;2025-06-13;;Correo;Baja;ERP;Problema de permisos;Abierto;Aplicaciones;Diego Vargas;Comercial Andina;Arequipa;Interno;48;;No aplica;201;
TCK-00288;2025-05-08;2025-05-10;Teléfono;Media;ERP;Error en módulo;Cerrado;Mesa de ayuda;Luis Ramos;Distribuidora Horizonte;Trujillo;Interno;24;56.0;No;2;2.0
TCK-00289;2025-07-13;2025-07-14;Web;Media;CRM;Consulta de cliente;Cerrado;Infraestructura;Carlos Medina;Distribuidora Horizonte;Lima;Interno;24;41.0;No;1;1.0
TCK-00290;2025-06-13;2025-06-14;Correo;Alta;Accesos;Restablecimiento de contraseña;Resuelto;Mesa de ayuda;María Paredes;Retail Norte;Arequipa;Externo;8;24.0;No;1;1.0
TCK-00291;2025-08-09;2025-08-10;Chat;Alta;Software;Error de aplicación;Cerrado;Mesa de ayuda;Luis Ramos;Servicios Lima;Huancayo;Externo;8;24.0;No;1;3.0
